event_id,order_id,estacion,ts_inicio,ts_fin,duracion_real_min,turno
PRD00000862,ORD000216,PAINT,2025-01-07 16:50:00,2025-01-07 18:13:00,83,B
PRD00000863,ORD000216,ASSEMBLY,2025-01-07 18:16:00,2025-01-07 21:25:00,189,B
PRD00000864,ORD000216,EOL,2025-01-07 21:44:00,2025-01-07 22:25:00,41,B
PRD00000865,ORD000217,BODY,2025-01-07 11:50:00,2025-01-07 13:32:00,102,A
PRD00000866,ORD000217,PAINT,2025-01-07 13:45:00,2025-01-07 15:36:00,111,A
PRD00000867,ORD000217,ASSEMBLY,2025-01-07 15:45:00,2025-01-07 19:30:00,225,B
PRD00000868,ORD000217,EOL,2025-01-07 19:40:00,2025-01-07 20:33:00,53,B
PRD00000869,ORD000218,BODY,2025-01-07 12:16:00,2025-01-07 14:05:00,109,A
PRD00000870,ORD000218,PAINT,2025-01-07 14:25:00,2025-01-07 16:14:00,109,B
PRD00000871,ORD000218,ASSEMBLY,2025-01-07 16:29:00,2025-01-07 20:24:00,235,B
PRD00000872,ORD000218,EOL,2025-01-07 20:39:00,2025-01-07 21:20:00,41,B
PRD00000873,ORD000219,BODY,2025-01-07 16:26:00,2025-01-07 17:53:00,87,B
PRD00000874,ORD000219,PAINT,2025-01-07 18:06:00,2025-01-07 19:57:00,111,B
PRD00000875,ORD000219,ASSEMBLY,2025-01-07 20:06:00,2025-01-07 23:58:00,232,B
PRD00000876,ORD000219,EOL,2025-01-08 00:12:00,2025-01-08 00:50:00,38,C
PRD00000877,ORD000220,BODY,2025-01-07 23:56:00,2025-01-08 01:44:00,108,C
PRD00000878,ORD000220,PAINT,2025-01-08 01:51:00,2025-01-08 03:46:00,115,C
PRD00000879,ORD000220,ASSEMBLY,2025-01-08 04:03:00,2025-01-08 06:58:00,175,C
PRD00000880,ORD000220,EOL,2025-01-08 07:06:00,2025-01-08 07:48:00,42,A
PRD00000881,ORD000221,BODY,2025-01-07 20:10:00,2025-01-07 21:50:00,100,B
PRD00000882,ORD000221,PAINT,2025-01-07 22:04:00,2025-01-07 23:43:00,99,C
PRD00000883,ORD000221,ASSEMBLY,2025-01-07 23:59:00,2025-01-08 04:04:00,245,C
PRD00000884,ORD000221,EOL,2025-01-08 04:11:00,2025-01-08 05:00:00,49,C
PRD00000885,ORD000222,BODY,2025-01-07 17:11:00,2025-01-07 19:26:00,135,B
PRD00000886,ORD000222,PAINT,2025-01-07 19:34:00,2025-01-07 21:08:00,94,B
PRD00000887,ORD000222,ASSEMBLY,2025-01-07 21:25:00,2025-01-08 01:47:00,262,B
PRD00000888,ORD000222,EOL,2025-01-08 02:07:00,2025-01-08 03:09:00,62,C
PRD00000889,ORD000223,BODY,2025-01-07 09:39:00,2025-01-07 11:08:00,89,A
PRD00000890,ORD000223,PAINT,2025-01-07 11:25:00,2025-01-07 13:16:00,111,A
PRD00000891,ORD000223,ASSEMBLY,2025-01-07 13:32:00,2025-01-07 17:03:00,211,A
PRD00000892,ORD000223,EOL,2025-01-07 17:14:00,2025-01-07 18:07:00,53,B
PRD00000893,ORD000224,BODY,2025-01-07 21:55:00,2025-01-07 23:38:00,103,B
PRD00000894,ORD000224,PAINT,2025-01-07 23:56:00,2025-01-08 01:33:00,97,C
PRD00000895,ORD000224,ASSEMBLY,2025-01-08 01:38:00,2025-01-08 06:10:00,272,C
PRD00000896,ORD000224,EOL,2025-01-08 06:26:00,2025-01-08 07:05:00,39,A
PRD00000897,ORD000225,BODY,2025-01-07 21:30:00,2025-01-07 23:02:00,92,B
PRD00000898,ORD000225,PAINT,2025-01-07 23:17:00,2025-01-08 00:29:00,72,C
PRD00000899,ORD000225,ASSEMBLY,2025-01-08 00:33:00,2025-01-08 04:51:00,258,C
PRD00000900,ORD000225,EOL,2025-01-08 05:11:00,2025-01-08 05:55:00,44,C
PRD00000901,ORD000226,BODY,2025-01-07 23:28:00,2025-01-08 00:47:00,79,C
PRD00000902,ORD000226,PAINT,2025-01-08 00:58:00,2025-01-08 02:43:00,105,C
PRD00000903,ORD000226,ASSEMBLY,2025-01-08 02:50:00,2025-01-08 07:26:00,276,C
PRD00000904,ORD000226,EOL,2025-01-08 07:39:00,2025-01-08 08:27:00,48,A
PRD00000905,ORD000227,BODY,2025-01-07 22:13:00,2025-01-07 23:46:00,93,C
PRD00000906,ORD000227,PAINT,2025-01-07 23:53:00,2025-01-08 01:17:00,84,C
PRD00000907,ORD000227,ASSEMBLY,2025-01-08 01:27:00,2025-01-08 05:24:00,237,C
PRD00000908,ORD000227,EOL,2025-01-08 05:33:00,2025-01-08 06:14:00,41,C
PRD00000909,ORD000228,BODY,2025-01-07 15:24:00,2025-01-07 16:49:00,85,B
PRD00000910,ORD000228,PAINT,2025-01-07 16:59:00,2025-01-07 18:51:00,112,B
PRD00000911,ORD000228,ASSEMBLY,2025-01-07 19:11:00,2025-01-07 22:16:00,185,B
PRD00000912,ORD000228,EOL,2025-01-07 22:29:00,2025-01-07 23:06:00,37,C
PRD00000913,ORD000229,BODY,2025-01-07 17:40:00,2025-01-07 19:30:00,110,B
PRD00000914,ORD000229,PAINT,2025-01-07 19:46:00,2025-01-07 21:45:00,119,B
PRD00000915,ORD000229,ASSEMBLY,2025-01-07 22:00:00,2025-01-08 01:44:00,224,C
PRD00000916,ORD000229,EOL,2025-01-08 02:02:00,2025-01-08 02:48:00,46,C
PRD00000917,ORD000230,BODY,2025-01-07 10:30:00,2025-01-07 12:09:00,99,A
PRD00000918,ORD000230,PAINT,2025-01-07 12:28:00,2025-01-07 13:56:00,88,A
PRD00000919,ORD000230,ASSEMBLY,2025-01-07 14:16:00,2025-01-07 17:24:00,188,B
PRD00000920,ORD000230,EOL,2025-01-07 17:44:00,2025-01-07 18:27:00,43,B
PRD00000921,ORD000231,BODY,2025-01-07 08:53:00,2025-01-07 10:55:00,122,A
PRD00000922,ORD000231,PAINT,2025-01-07 11:09:00,2025-01-07 12:21:00,72,A
PRD00000923,ORD000231,ASSEMBLY,2025-01-07 12:33:00,2025-01-07 16:09:00,216,A
PRD00000924,ORD000231,EOL,2025-01-07 16:18:00,2025-01-07 17:17:00,59,B
PRD00000925,ORD000232,BODY,2025-01-07 01:27:00,2025-01-07 02:41:00,74,C
PRD00000926,ORD000232,PAINT,2025-01-07 03:00:00,2025-01-07 04:25:00,85,C
PRD00000927,ORD000232,ASSEMBLY,2025-01-07 04:35:00,2025-01-07 08:00:00,205,C
PRD00000928,ORD000232,EOL,2025-01-07 08:19:00,2025-01-07 09:03:00,44,A
PRD00000929,ORD000233,BODY,2025-01-07 07:20:00,2025-01-07 09:10:00,110,A
PRD00000930,ORD000233,PAINT,2025-01-07 09:16:00,2025-01-07 10:31:00,75,A
PRD00000931,ORD000233,ASSEMBLY,2025-01-07 10:38:00,2025-01-07 14:08:00,210,A
PRD00000932,ORD000233,EOL,2025-01-07 14:19:00,2025-01-07 15:15:00,56,B
PRD00000933,ORD000234,BODY,2025-01-07 09:34:00,2025-01-07 11:00:00,86,A
PRD00000934,ORD000234,PAINT,2025-01-07 11:04:00,2025-01-07 12:34:00,90,A
PRD00000935,ORD000234,ASSEMBLY,2025-01-07 12:55:00,2025-01-07 15:39:00,164,A
PRD00000936,ORD000234,EOL,2025-01-07 15:47:00,2025-01-07 16:37:00,50,B
PRD00000937,ORD000235,BODY,2025-01-07 04:16:00,2025-01-07 05:54:00,98,C
PRD00000938,ORD000235,PAINT,2025-01-07 06:15:00,2025-01-07 08:01:00,106,A
PRD00000939,ORD000235,ASSEMBLY,2025-01-07 08:18:00,2025-01-07 10:43:00,145,A
PRD00000940,ORD000235,EOL,2025-01-07 10:58:00,2025-01-07 11:46:00,48,A
PRD00000941,ORD000236,BODY,2025-01-07 16:34:00,2025-01-07 18:34:00,120,B
PRD00000942,ORD000236,PAINT,2025-01-07 18:52:00,2025-01-07 20:50:00,118,B
PRD00000943,ORD000236,ASSEMBLY,2025-01-07 20:59:00,2025-01-08 00:53:00,234,B
PRD00000944,ORD000236,EOL,2025-01-08 01:01:00,2025-01-08 01:55:00,54,C
PRD00000945,ORD000237,BODY,2025-01-07 04:42:00,2025-01-07 06:17:00,95,C
PRD00000946,ORD000237,PAINT,2025-01-07 06:26:00,2025-01-07 08:36:00,130,A
PRD00000947,ORD000237,ASSEMBLY,2025-01-07 08:44:00,2025-01-07 12:16:00,212,A
PRD00000948,ORD000237,EOL,2025-01-07 12:37:00,2025-01-07 13:16:00,39,A
PRD00000949,ORD000238,BODY,2025-01-07 06:41:00,2025-01-07 08:42:00,121,A
PRD00000950,ORD000238,PAINT,2025-01-07 08:59:00,2025-01-07 10:46:00,107,A
PRD00000951,ORD000238,ASSEMBLY,2025-01-07 10:56:00,2025-01-07 14:15:00,199,A
PRD00000952,ORD000238,EOL,2025-01-07 14:22:00,2025-01-07 15:10:00,48,B
PRD00000953,ORD000239,BODY,2025-01-07 07:39:00,2025-01-07 09:20:00,101,A
PRD00000954,ORD000239,PAINT,2025-01-07 09:24:00,2025-01-07 11:18:00,114,A
PRD00000955,ORD000239,ASSEMBLY,2025-01-07 11:22:00,2025-01-07 14:12:00,170,A
PRD00000956,ORD000239,EOL,2025-01-07 14:25:00,2025-01-07 15:09:00,44,B
PRD00000957,ORD000240,BODY,2025-01-07 09:56:00,2025-01-07 11:08:00,72,A
PRD00000958,ORD000240,PAINT,2025-01-07 11:19:00,2025-01-07 12:31:00,72,A
PRD00000959,ORD000240,ASSEMBLY,2025-01-07 12:42:00,2025-01-07 16:05:00,203,A
PRD00000960,ORD000240,EOL,2025-01-07 16:13:00,2025-01-07 16:50:00,37,B
PRD00000961,ORD000241,BODY,2025-01-07 10:42:00,2025-01-07 12:12:00,90,A
PRD00000962,ORD000241,PAINT,2025-01-07 12:31:00,2025-01-07 14:27:00,116,A
PRD00000963,ORD000241,ASSEMBLY,2025-01-07 14:46:00,2025-01-07 18:35:00,229,B
PRD00000964,ORD000241,EOL,2025-01-07 18:38:00,2025-01-07 19:14:00,36,B
PRD00000965,ORD000242,BODY,2025-01-07 07:19:00,2025-01-07 09:02:00,103,A
PRD00000966,ORD000242,PAINT,2025-01-07 09:10:00,2025-01-07 10:56:00,106,A
PRD00000967,ORD000242,ASSEMBLY,2025-01-07 11:01:00,2025-01-07 15:35:00,274,A
PRD00000968,ORD000242,EOL,2025-01-07 15:39:00,2025-01-07 16:23:00,44,B
PRD00000969,ORD000243,BODY,2025-01-07 03:36:00,2025-01-07 05:02:00,86,C
PRD00000970,ORD000243,PAINT,2025-01-07 05:08:00,2025-01-07 06:40:00,92,C
PRD00000971,ORD000243,ASSEMBLY,2025-01-07 06:49:00,2025-01-07 09:57:00,188,A
PRD00000972,ORD000243,EOL,2025-01-07 10:04:00,2025-01-07 10:44:00,40,A
PRD00000973,ORD000244,BODY,2025-01-07 05:54:00,2025-01-07 07:34:00,100,C
PRD00000974,ORD000244,PAINT,2025-01-07 07:44:00,2025-01-07 09:30:00,106,A
PRD00000975,ORD000244,ASSEMBLY,2025-01-07 09:36:00,2025-01-07 12:44:00,188,A
PRD00000976,ORD000244,EOL,2025-01-07 12:55:00,2025-01-07 13:44:00,49,A
PRD00000977,ORD000245,BODY,2025-01-07 10:33:00,2025-01-07 12:47:00,134,A
PRD00000978,ORD000245,PAINT,2025-01-07 13:02:00,2025-01-07 14:46:00,104,A
PRD00000979,ORD000245,ASSEMBLY,2025-01-07 14:59:00,2025-01-07 18:59:00,240,B
PRD00000980,ORD000245,EOL,2025-01-07 19:15:00,2025-01-07 19:57:00,42,B
PRD00000981,ORD000246,BODY,2025-01-08 17:30:00,2025-01-08 19:10:00,100,B
PRD00000982,ORD000246,PAINT,2025-01-08 19:21:00,2025-01-08 21:16:00,115,B
PRD00000983,ORD000246,ASSEMBLY,2025-01-08 21:25:00,2025-01-09 00:21:00,176,B
PRD00000984,ORD000246,EOL,2025-01-09 00:28:00,2025-01-09 01:09:00,41,C
PRD00000985,ORD000247,BODY,2025-01-08 03:32:00,2025-01-08 05:11:00,99,C
PRD00000986,ORD000247,PAINT,2025-01-08 05:32:00,2025-01-08 07:06:00,94,C
PRD00000987,ORD000247,ASSEMBLY,2025-01-08 07:19:00,2025-01-08 10:31:00,192,A
PRD00000988,ORD000247,EOL,2025-01-08 10:42:00,2025-01-08 11:33:00,51,A
PRD00000989,ORD000248,BODY,2025-01-08 05:55:00,2025-01-08 07:45:00,110,C
PRD00000990,ORD000248,PAINT,2025-01-08 07:59:00,2025-01-08 09:48:00,109,A
PRD00000991,ORD000248,ASSEMBLY,2025-01-08 10:02:00,2025-01-08 13:24:00,202,A
PRD00000992,ORD000248,EOL,2025-01-08 13:32:00,2025-01-08 14:18:00,46,A
PRD00000993,ORD000249,BODY,2025-01-09 00:55:00,2025-01-09 02:52:00,117,C
PRD00000994,ORD000249,PAINT,2025-01-09 03:09:00,2025-01-09 04:59:00,110,C
PRD00000995,ORD000249,ASSEMBLY,2025-01-09 05:03:00,2025-01-09 09:05:00,242,C
PRD00000996,ORD000249,EOL,2025-01-09 09:22:00,2025-01-09 10:15:00,53,A
PRD00000997,ORD000250,BODY,2025-01-09 02:19:00,2025-01-09 04:06:00,107,C
PRD00000998,ORD000250,PAINT,2025-01-09 04:27:00,2025-01-09 06:40:00,133,C
PRD00000999,ORD000250,ASSEMBLY,2025-01-09 06:50:00,2025-01-09 09:51:00,181,A
PRD00001000,ORD000250,EOL,2025-01-09 10:12:00,2025-01-09 10:56:00,44,A
PRD00001001,ORD000251,BODY,2025-01-08 18:12:00,2025-01-08 19:23:00,71,B
PRD00001002,ORD000251,PAINT,2025-01-08 19:31:00,2025-01-08 21:36:00,125,B
PRD00001003,ORD000251,ASSEMBLY,2025-01-08 21:39:00,2025-01-09 01:15:00,216,B
PRD00001004,ORD000251,EOL,2025-01-09 01:29:00,2025-01-09 02:00:00,31,C
PRD00001005,ORD000252,BODY,2025-01-08 13:25:00,2025-01-08 14:57:00,92,A
PRD00001006,ORD000252,PAINT,2025-01-08 15:18:00,2025-01-08 16:53:00,95,B
PRD00001007,ORD000252,ASSEMBLY,2025-01-08 17:10:00,2025-01-08 20:07:00,177,B
PRD00001008,ORD000252,EOL,2025-01-08 20:25:00,2025-01-08 21:02:00,37,B
PRD00001009,ORD000253,BODY,2025-01-08 04:13:00,2025-01-08 05:47:00,94,C
PRD00001010,ORD000253,PAINT,2025-01-08 06:08:00,2025-01-08 08:03:00,115,A
PRD00001011,ORD000253,ASSEMBLY,2025-01-08 08:23:00,2025-01-08 11:35:00,192,A
PRD00001012,ORD000253,EOL,2025-01-08 11:38:00,2025-01-08 12:08:00,30,A
PRD00001013,ORD000254,BODY,2025-01-08 13:44:00,2025-01-08 15:43:00,119,A
PRD00001014,ORD000254,PAINT,2025-01-08 16:01:00,2025-01-08 17:33:00,92,B
PRD00001015,ORD000254,ASSEMBLY,2025-01-08 17:45:00,2025-01-08 21:46:00,241,B
PRD00001016,ORD000254,EOL,2025-01-08 22:06:00,2025-01-08 22:43:00,37,C
PRD00001017,ORD000255,BODY,2025-01-08 22:49:00,2025-01-09 00:47:00,118,C
PRD00001018,ORD000255,PAINT,2025-01-09 00:57:00,2025-01-09 02:50:00,113,C
PRD00001019,ORD000255,ASSEMBLY,2025-01-09 02:54:00,2025-01-09 06:26:00,212,C
PRD00001020,ORD000255,EOL,2025-01-09 06:36:00,2025-01-09 07:23:00,47,A
PRD00001021,ORD000256,BODY,2025-01-08 06:03:00,2025-01-08 08:34:00,151,A
PRD00001022,ORD000256,PAINT,2025-01-08 08:50:00,2025-01-08 10:44:00,114,A
PRD00001023,ORD000256,ASSEMBLY,2025-01-08 10:47:00,2025-01-08 13:57:00,190,A
PRD00001024,ORD000256,EOL,2025-01-08 14:17:00,2025-01-08 14:47:00,30,B
PRD00001025,ORD000257,BODY,2025-01-08 12:59:00,2025-01-08 14:35:00,96,A
PRD00001026,ORD000257,PAINT,2025-01-08 14:42:00,2025-01-08 16:31:00,109,B
PRD00001027,ORD000257,ASSEMBLY,2025-01-08 16:45:00,2025-01-08 19:54:00,189,B
PRD00001028,ORD000257,EOL,2025-01-08 20:14:00,2025-01-08 21:10:00,56,B
PRD00001029,ORD000258,BODY,2025-01-08 15:07:00,2025-01-08 16:46:00,99,B
PRD00001030,ORD000258,PAINT,2025-01-08 17:03:00,2025-01-08 18:37:00,94,B
PRD00001031,ORD000258,ASSEMBLY,2025-01-08 18:40:00,2025-01-08 21:47:00,187,B
PRD00001032,ORD000258,EOL,2025-01-08 21:53:00,2025-01-08 22:28:00,35,B
PRD00001033,ORD000259,BODY,2025-01-08 13:47:00,2025-01-08 15:26:00,99,A
PRD00001034,ORD000259,PAINT,2025-01-08 15:31:00,2025-01-08 17:18:00,107,B
PRD00001035,ORD000259,ASSEMBLY,2025-01-08 17:32:00,2025-01-08 20:57:00,205,B
PRD00001036,ORD000259,EOL,2025-01-08 21:12:00,2025-01-08 21:58:00,46,B
PRD00001037,ORD000260,BODY,2025-01-08 14:02:00,2025-01-08 15:54:00,112,B
PRD00001038,ORD000260,PAINT,2025-01-08 16:03:00,2025-01-08 17:38:00,95,B
PRD00001039,ORD000260,ASSEMBLY,2025-01-08 17:44:00,2025-01-08 21:14:00,210,B
PRD00001040,ORD000260,EOL,2025-01-08 21:30:00,2025-01-08 22:23:00,53,B
PRD00001041,ORD000261,BODY,2025-01-08 11:37:00,2025-01-08 13:18:00,101,A
PRD00001042,ORD000261,PAINT,2025-01-08 13:39:00,2025-01-08 15:26:00,107,A
PRD00001043,ORD000261,ASSEMBLY,2025-01-08 15:36:00,2025-01-08 19:44:00,248,B
PRD00001044,ORD000261,EOL,2025-01-08 19:54:00,2025-01-08 20:33:00,39,B
PRD00001045,ORD000262,BODY,2025-01-08 05:27:00,2025-01-08 07:07:00,100,C
PRD00001046,ORD000262,PAINT,2025-01-08 07:28:00,2025-01-08 09:09:00,101,A
PRD00001047,ORD000262,ASSEMBLY,2025-01-08 09:15:00,2025-01-08 12:15:00,180,A
PRD00001048,ORD000262,EOL,2025-01-08 12:30:00,2025-01-08 13:15:00,45,A
PRD00001049,ORD000263,BODY,2025-01-08 13:21:00,2025-01-08 15:11:00,110,A
PRD00001050,ORD000263,PAINT,2025-01-08 15:30:00,2025-01-08 16:51:00,81,B
PRD00001051,ORD000263,ASSEMBLY,2025-01-08 17:09:00,2025-01-08 20:29:00,200,B
PRD00001052,ORD000263,EOL,2025-01-08 20:44:00,2025-01-08 21:20:00,36,B
PRD00001053,ORD000264,BODY,2025-01-08 18:41:00,2025-01-08 20:22:00,101,B
PRD00001054,ORD000264,PAINT,2025-01-08 20:32:00,2025-01-08 22:28:00,116,B
PRD00001055,ORD000264,ASSEMBLY,2025-01-08 22:35:00,2025-01-09 01:38:00,183,C
PRD00001056,ORD000264,EOL,2025-01-09 01:57:00,2025-01-09 02:26:00,29,C
PRD00001057,ORD000265,BODY,2025-01-08 20:39:00,2025-01-08 21:46:00,67,B
PRD00001058,ORD000265,PAINT,2025-01-08 21:56:00,2025-01-08 23:50:00,114,B
PRD00001059,ORD000265,ASSEMBLY,2025-01-09 00:07:00,2025-01-09 04:01:00,234,C
PRD00001060,ORD000265,EOL,2025-01-09 04:09:00,2025-01-09 04:59:00,50,C
PRD00001061,ORD000266,BODY,2025-01-08 16:18:00,2025-01-08 18:13:00,115,B
PRD00001062,ORD000266,PAINT,2025-01-08 18:24:00,2025-01-08 19:54:00,90,B
PRD00001063,ORD000266,ASSEMBLY,2025-01-08 20:00:00,2025-01-08 23:22:00,202,B
PRD00001064,ORD000266,EOL,2025-01-08 23:38:00,2025-01-09 00:13:00,35,C
PRD00001065,ORD000267,BODY,2025-01-08 19:57:00,2025-01-08 21:37:00,100,B
PRD00001066,ORD000267,PAINT,2025-01-08 21:50:00,2025-01-08 23:14:00,84,B
PRD00001067,ORD000267,ASSEMBLY,2025-01-08 23:24:00,2025-01-09 02:06:00,162,C
PRD00001068,ORD000267,EOL,2025-01-09 02:24:00,2025-01-09 02:57:00,33,C
PRD00001069,ORD000268,BODY,2025-01-08 02:16:00,2025-01-08 03:33:00,77,C
PRD00001070,ORD000268,PAINT,2025-01-08 03:50:00,2025-01-08 05:13:00,83,C
PRD00001071,ORD000268,ASSEMBLY,2025-01-08 05:29:00,2025-01-08 09:33:00,244,C
PRD00001072,ORD000268,EOL,2025-01-08 09:45:00,2025-01-08 10:40:00,55,A
PRD00001073,ORD000269,BODY,2025-01-08 11:37:00,2025-01-08 13:35:00,118,A
PRD00001074,ORD000269,PAINT,2025-01-08 13:38:00,2025-01-08 15:15:00,97,A
PRD00001075,ORD000269,ASSEMBLY,2025-01-08 15:30:00,2025-01-08 19:25:00,235,B
PRD00001076,ORD000269,EOL,2025-01-08 19:28:00,2025-01-08 20:25:00,57,B
PRD00001077,ORD000270,BODY,2025-01-08 15:00:00,2025-01-08 16:39:00,99,B
PRD00001078,ORD000270,PAINT,2025-01-08 16:54:00,2025-01-08 18:35:00,101,B
PRD00001079,ORD000270,ASSEMBLY,2025-01-08 18:47:00,2025-01-08 22:54:00,247,B
PRD00001080,ORD000270,EOL,2025-01-08 23:08:00,2025-01-08 23:52:00,44,C
PRD00001081,ORD000271,BODY,2025-01-08 23:44:00,2025-01-09 01:09:00,85,C
PRD00001082,ORD000271,PAINT,2025-01-09 01:18:00,2025-01-09 03:17:00,119,C
PRD00001083,ORD000271,ASSEMBLY,2025-01-09 03:23:00,2025-01-09 07:08:00,225,C
PRD00001084,ORD000271,EOL,2025-01-09 07:29:00,2025-01-09 08:13:00,44,A
PRD00001085,ORD000272,BODY,2025-01-08 17:28:00,2025-01-08 18:56:00,88,B
PRD00001086,ORD000272,PAINT,2025-01-08 19:16:00,2025-01-08 20:55:00,99,B
PRD00001087,ORD000272,ASSEMBLY,2025-01-08 21:06:00,2025-01-09 00:09:00,183,B
PRD00001088,ORD000272,EOL,2025-01-09 00:20:00,2025-01-09 01:10:00,50,C
PRD00001089,ORD000273,BODY,2025-01-08 04:13:00,2025-01-08 05:42:00,89,C
PRD00001090,ORD000273,PAINT,2025-01-08 05:47:00,2025-01-08 07:18:00,91,C
PRD00001091,ORD000273,ASSEMBLY,2025-01-08 07:27:00,2025-01-08 10:36:00,189,A
PRD00001092,ORD000273,EOL,2025-01-08 10:47:00,2025-01-08 11:26:00,39,A
PRD00001093,ORD000274,BODY,2025-01-08 19:04:00,2025-01-08 20:44:00,100,B
PRD00001094,ORD000274,PAINT,2025-01-08 20:52:00,2025-01-08 22:24:00,92,B
PRD00001095,ORD000274,ASSEMBLY,2025-01-08 22:38:00,2025-01-09 02:13:00,215,C
PRD00001096,ORD000274,EOL,2025-01-09 02:23:00,2025-01-09 03:03:00,40,C
PRD00001097,ORD000275,BODY,2025-01-08 05:34:00,2025-01-08 06:47:00,73,C
PRD00001098,ORD000275,PAINT,2025-01-08 07:06:00,2025-01-08 09:10:00,124,A
PRD00001099,ORD000275,ASSEMBLY,2025-01-08 09:30:00,2025-01-08 13:00:00,210,A
PRD00001100,ORD000275,EOL,2025-01-08 13:16:00,2025-01-08 14:10:00,54,A
PRD00001101,ORD000276,BODY,2025-01-08 22:40:00,2025-01-09 00:42:00,122,C
PRD00001102,ORD000276,PAINT,2025-01-09 00:50:00,2025-01-09 02:34:00,104,C
PRD00001103,ORD000276,ASSEMBLY,2025-01-09 02:50:00,2025-01-09 06:09:00,199,C
PRD00001104,ORD000276,EOL,2025-01-09 06:27:00,2025-01-09 07:17:00,50,A
PRD00001105,ORD000277,BODY,2025-01-08 20:33:00,2025-01-08 21:52:00,79,B
PRD00001106,ORD000277,PAINT,2025-01-08 22:11:00,2025-01-08 23:51:00,100,C
PRD00001107,ORD000277,ASSEMBLY,2025-01-09 00:06:00,2025-01-09 04:40:00,274,C
PRD00001108,ORD000277,EOL,2025-01-09 04:57:00,2025-01-09 05:41:00,44,C
PRD00001109,ORD000278,BODY,2025-01-08 12:54:00,2025-01-08 14:16:00,82,A
PRD00001110,ORD000278,PAINT,2025-01-08 14:25:00,2025-01-08 16:31:00,126,B
PRD00001111,ORD000278,ASSEMBLY,2025-01-08 16:43:00,2025-01-08 20:20:00,217,B
PRD00001112,ORD000278,EOL,2025-01-08 20:25:00,2025-01-08 21:08:00,43,B
PRD00001113,ORD000279,BODY,2025-01-08 06:56:00,2025-01-08 08:35:00,99,A
PRD00001114,ORD000279,PAINT,2025-01-08 08:42:00,2025-01-08 10:29:00,107,A
PRD00001115,ORD000279,ASSEMBLY,2025-01-08 10:50:00,2025-01-08 14:08:00,198,A
PRD00001116,ORD000279,EOL,2025-01-08 14:16:00,2025-01-08 14:56:00,40,B
PRD00001117,ORD000280,BODY,2025-01-09 02:08:00,2025-01-09 03:50:00,102,C
PRD00001118,ORD000280,PAINT,2025-01-09 03:54:00,2025-01-09 05:06:00,72,C
PRD00001119,ORD000280,ASSEMBLY,2025-01-09 05:19:00,2025-01-09 08:50:00,211,C
PRD00001120,ORD000280,EOL,2025-01-09 09:10:00,2025-01-09 09:57:00,47,A
PRD00001121,ORD000281,BODY,2025-01-09 11:32:00,2025-01-09 13:08:00,96,A
PRD00001122,ORD000281,PAINT,2025-01-09 13:28:00,2025-01-09 15:35:00,127,A
PRD00001123,ORD000281,ASSEMBLY,2025-01-09 15:50:00,2025-01-09 19:43:00,233,B
PRD00001124,ORD000281,EOL,2025-01-09 20:04:00,2025-01-09 21:02:00,58,B
PRD00001125,ORD000282,BODY,2025-01-09 05:47:00,2025-01-09 06:59:00,72,C
PRD00001126,ORD000282,PAINT,2025-01-09 07:20:00,2025-01-09 08:49:00,89,A
PRD00001127,ORD000282,ASSEMBLY,2025-01-09 09:00:00,2025-01-09 13:19:00,259,A
PRD00001128,ORD000282,EOL,2025-01-09 13:25:00,2025-01-09 14:16:00,51,A
PRD00001129,ORD000283,BODY,2025-01-09 05:41:00,2025-01-09 07:09:00,88,C
PRD00001130,ORD000283,PAINT,2025-01-09 07:15:00,2025-01-09 09:33:00,138,A
PRD00001131,ORD000283,ASSEMBLY,2025-01-09 09:42:00,2025-01-09 13:01:00,199,A
PRD00001132,ORD000283,EOL,2025-01-09 13:20:00,2025-01-09 13:58:00,38,A
PRD00001133,ORD000284,BODY,2025-01-09 22:47:00,2025-01-10 00:42:00,115,C
PRD00001134,ORD000284,PAINT,2025-01-10 00:55:00,2025-01-10 02:38:00,103,C
PRD00001135,ORD000284,ASSEMBLY,2025-01-10 02:52:00,2025-01-10 06:29:00,217,C
PRD00001136,ORD000284,EOL,2025-01-10 06:48:00,2025-01-10 07:42:00,54,A
PRD00001137,ORD000285,BODY,2025-01-09 22:07:00,2025-01-09 23:38:00,91,C
PRD00001138,ORD000285,PAINT,2025-01-09 23:54:00,2025-01-10 01:24:00,90,C
PRD00001139,ORD000285,ASSEMBLY,2025-01-10 01:44:00,2025-01-10 04:57:00,193,C
PRD00001140,ORD000285,EOL,2025-01-10 05:15:00,2025-01-10 05:48:00,33,C
PRD00001141,ORD000286,BODY,2025-01-09 06:03:00,2025-01-09 08:07:00,124,A
PRD00001142,ORD000286,PAINT,2025-01-09 08:17:00,2025-01-09 10:01:00,104,A
PRD00001143,ORD000286,ASSEMBLY,2025-01-09 10:08:00,2025-01-09 14:10:00,242,A
PRD00001144,ORD000286,EOL,2025-01-09 14:25:00,2025-01-09 15:16:00,51,B
PRD00001145,ORD000287,BODY,2025-01-09 10:35:00,2025-01-09 12:19:00,104,A
PRD00001146,ORD000287,PAINT,2025-01-09 12:28:00,2025-01-09 14:15:00,107,A
PRD00001147,ORD000287,ASSEMBLY,2025-01-09 14:19:00,2025-01-09 17:57:00,218,B
PRD00001148,ORD000287,EOL,2025-01-09 18:05:00,2025-01-09 18:30:00,25,B
